country,state,year,quarter,registered_users,apps_opened
india,odisha,2020,Q2,7258315,154682772
india,odisha,2020,Q3,7901755,205597666
india,odisha,2020,Q3,7901755,205597666
india,odisha,2020,Q4,8598751,270085293
india,odisha,2020,Q4,8598751,270085293
india,odisha,2021,Q1,9233009,301315474
india,odisha,2021,Q1,9233009,301315474
india,odisha,2021,Q2,9891029,367576494
india,odisha,2021,Q2,9891029,367576494
india,odisha,2021,Q3,10652490,492879704
india,odisha,2021,Q3,10652490,492879704
india,odisha,2021,Q4,11399235,567351446
india,odisha,2021,Q4,11399235,567351446
india,odisha,2022,Q1,12124779,613855465
india,odisha,2022,Q1,12124779,613855465
india,odisha,2022,Q2,12801990,670311093
india,odisha,2022,Q2,12801990,670311093
india,odisha,2022,Q3,13493282,725475924
india,odisha,2022,Q3,13493282,725475924
india,odisha,2022,Q4,14127239,726099254
india,odisha,2022,Q4,14127239,726099254
india,puducherry,2018,Q1,49318,0
india,puducherry,2018,Q1,49318,0
india,puducherry,2018,Q2,65580,0
india,puducherry,2018,Q2,65580,0
india,puducherry,2018,Q3,81546,0
india,puducherry,2018,Q3,81546,0
india,puducherry,2018,Q4,109494,0
india,puducherry,2018,Q4,109494,0
india,puducherry,2019,Q1,133059,0
india,puducherry,2019,Q1,133059,0
india,puducherry,2019,Q2,156458,661932
india,puducherry,2019,Q2,156458,661932
india,puducherry,2019,Q3,177868,2476922
india,puducherry,2019,Q3,177868,2476922
india,puducherry,2019,Q4,204292,3263122
india,puducherry,2019,Q4,204292,3263122
india,puducherry,2020,Q1,230908,3820943
india,puducherry,2020,Q1,230908,3820943
india,puducherry,2020,Q2,255600,3057608
india,puducherry,2020,Q2,255600,3057608
india,puducherry,2020,Q3,285173,4222159
india,puducherry,2020,Q3,285173,4222159
india,puducherry,2020,Q4,319626,6377136
india,puducherry,2020,Q4,319626,6377136
india,puducherry,2021,Q1,346279,7914507
india,puducherry,2021,Q1,346279,7914507
india,puducherry,2021,Q2,369961,5178916
india,puducherry,2021,Q2,369961,5178916
india,puducherry,2021,Q3,396609,6899592
india,puducherry,2021,Q3,396609,6899592
india,puducherry,2021,Q4,423167,14257568
india,puducherry,2021,Q4,423167,14257568
india,puducherry,2022,Q1,448051,3938657
india,puducherry,2022,Q1,448051,3938657
india,puducherry,2022,Q2,471663,3830290
india,puducherry,2022,Q2,471663,3830290
india,puducherry,2022,Q3,496570,4186911
india,puducherry,2022,Q3,496570,4186911
india,puducherry,2022,Q4,520649,24144184
india,puducherry,2022,Q4,520649,24144184
india,punjab,2018,Q1,847142,0
india,punjab,2018,Q1,847142,0
india,punjab,2018,Q2,1152190,0
india,punjab,2018,Q2,1152190,0
india,punjab,2018,Q3,1473148,0
india,punjab,2018,Q3,1473148,0
india,punjab,2018,Q4,1865715,0
india,punjab,2018,Q4,1865715,0
india,punjab,2019,Q1,2226590,0
india,punjab,2019,Q1,2226590,0
india,punjab,2019,Q2,2600112,10928094
india,punjab,2019,Q2,2600112,10928094
india,punjab,2019,Q3,2962713,40860886
india,punjab,2019,Q3,2962713,40860886
india,punjab,2019,Q4,3321742,47673880
india,punjab,2019,Q4,3321742,47673880
india,punjab,2020,Q1,3739502,53853710
india,punjab,2020,Q1,3739502,53853710
india,punjab,2020,Q2,4225481,51289576
india,punjab,2020,Q2,4225481,51289576
india,punjab,2020,Q3,4694233,58946732
india,punjab,2020,Q3,4694233,58946732
india,punjab,2020,Q4,5157868,71191183
india,punjab,2020,Q4,5157868,71191183
india,punjab,2021,Q1,5568777,81052268
india,punjab,2021,Q1,5568777,81052268
india,punjab,2021,Q2,5976548,85894089
india,punjab,2021,Q2,5976548,85894089
india,punjab,2021,Q3,6434862,107614155
india,punjab,2021,Q3,6434862,107614155
india,punjab,2021,Q4,6880103,138427499
india,punjab,2021,Q4,6880103,138427499
india,punjab,2022,Q1,7302726,117482807
india,punjab,2022,Q1,7302726,117482807
india,punjab,2022,Q2,7702100,138965337
india,punjab,2022,Q2,7702100,138965337
india,punjab,2022,Q3,8097582,154625731
india,punjab,2022,Q3,8097582,154625731
india,punjab,2022,Q4,8462753,199899443
india,punjab,2022,Q4,8462753,199899443
india,rajasthan,2018,Q1,3158202,0
india,rajasthan,2018,Q1,3158202,0
india,rajasthan,2018,Q2,4212964,0
india,rajasthan,2018,Q2,4212964,0
india,rajasthan,2018,Q3,5175453,0
india,rajasthan,2018,Q3,5175453,0
india,rajasthan,2018,Q4,6358738,0
india,rajasthan,2018,Q4,6358738,0
india,rajasthan,2019,Q1,7712204,0
india,rajasthan,2019,Q1,7712204,0
india,rajasthan,2019,Q2,8783935,62787336
india,rajasthan,2019,Q2,8783935,62787336
india,rajasthan,2019,Q3,9797304,238338999
india,rajasthan,2019,Q3,9797304,238338999
india,rajasthan,2019,Q4,10925031,288904693
india,rajasthan,2019,Q4,10925031,288904693
india,rajasthan,2020,Q1,12142053,341815756
india,rajasthan,2020,Q1,12142053,341815756
india,rajasthan,2020,Q2,13563201,329941181
india,rajasthan,2020,Q2,13563201,329941181
india,rajasthan,2020,Q3,14969412,436682870
india,rajasthan,2020,Q3,14969412,436682870
india,rajasthan,2020,Q4,16329494,511015109
india,rajasthan,2020,Q4,16329494,511015109
india,rajasthan,2021,Q1,17661088,632535059
india,rajasthan,2021,Q1,17661088,632535059
india,rajasthan,2021,Q2,18980985,1072091232
india,rajasthan,2021,Q2,18980985,1072091232
india,rajasthan,2021,Q3,20499465,1429553825
india,rajasthan,2021,Q3,20499465,1429553825
india,rajasthan,2021,Q4,21977202,1185124031
india,rajasthan,2021,Q4,21977202,1185124031
india,rajasthan,2022,Q1,23398857,2570606469
india,rajasthan,2022,Q1,23398857,2570606469
india,rajasthan,2022,Q2,24716181,2771434947
india,rajasthan,2022,Q2,24716181,2771434947
india,rajasthan,2022,Q3,26042948,3299787866
india,rajasthan,2022,Q3,26042948,3299787866
india,rajasthan,2022,Q4,27255927,1537424924
india,rajasthan,2022,Q4,27255927,1537424924
india,sikkim,2018,Q1,20051,0
india,sikkim,2018,Q1,20051,0
india,sikkim,2018,Q2,28097,0
india,sikkim,2018,Q2,28097,0
india,sikkim,2018,Q3,37637,0
india,sikkim,2018,Q3,37637,0
india,sikkim,2018,Q4,48538,0
india,sikkim,2018,Q4,48538,0
india,sikkim,2019,Q1,58956,0
india,sikkim,2019,Q1,58956,0
india,sikkim,2019,Q2,70999,398520
india,sikkim,2019,Q2,70999,398520
india,sikkim,2019,Q3,82128,1316804
india,sikkim,2019,Q3,82128,1316804
india,sikkim,2019,Q4,92972,1552004
india,sikkim,2019,Q4,92972,1552004
india,sikkim,2020,Q1,104631,1697163
india,sikkim,2020,Q1,104631,1697163
india,sikkim,2020,Q2,119921,1912335
india,sikkim,2020,Q2,119921,1912335
india,sikkim,2020,Q3,134773,2156470
india,sikkim,2020,Q3,134773,2156470
india,sikkim,2020,Q4,148543,2478670
india,sikkim,2020,Q4,148543,2478670
india,sikkim,2021,Q1,160213,2795331
india,sikkim,2021,Q1,160213,2795331
india,sikkim,2021,Q2,171740,4541121
india,sikkim,2021,Q2,171740,4541121
india,sikkim,2021,Q3,184693,5714565
india,sikkim,2021,Q3,184693,5714565
india,sikkim,2021,Q4,197407,5525552
india,sikkim,2021,Q4,197407,5525552
india,sikkim,2022,Q1,209616,12440193
india,sikkim,2022,Q1,209616,12440193
india,sikkim,2022,Q2,220994,16993937
india,sikkim,2022,Q2,220994,16993937
india,sikkim,2022,Q3,232025,18748536
india,sikkim,2022,Q3,232025,18748536
india,sikkim,2022,Q4,241968,8948864
india,sikkim,2022,Q4,241968,8948864
india,tamil-nadu,2018,Q1,2104754,0
india,tamil-nadu,2018,Q1,2104754,0
india,tamil-nadu,2018,Q2,2996036,0
india,tamil-nadu,2018,Q2,2996036,0
india,tamil-nadu,2018,Q3,3900177,0
india,tamil-nadu,2018,Q3,3900177,0
india,tamil-nadu,2018,Q4,5199878,0
india,tamil-nadu,2018,Q4,5199878,0
india,tamil-nadu,2019,Q1,6296303,0
india,tamil-nadu,2019,Q1,6296303,0
india,tamil-nadu,2019,Q2,7429609,33658961
india,tamil-nadu,2019,Q2,7429609,33658961
india,tamil-nadu,2019,Q3,8428835,124690342
india,tamil-nadu,2019,Q3,8428835,124690342
india,tamil-nadu,2019,Q4,9620493,155011717
india,tamil-nadu,2019,Q4,9620493,155011717
india,tamil-nadu,2020,Q1,10872368,179908753
india,tamil-nadu,2020,Q1,10872368,179908753
india,tamil-nadu,2020,Q2,12150786,144907447
india,tamil-nadu,2020,Q2,12150786,144907447
india,tamil-nadu,2020,Q3,13643451,194683284
india,tamil-nadu,2020,Q3,13643451,194683284
india,tamil-nadu,2020,Q4,15357586,288233552
india,tamil-nadu,2020,Q4,15357586,288233552
india,tamil-nadu,2021,Q1,16632608,348801714
india,tamil-nadu,2021,Q1,16632608,348801714
india,tamil-nadu,2021,Q2,17804542,343968474
india,tamil-nadu,2021,Q2,17804542,343968474
india,tamil-nadu,2021,Q3,19127440,459826734
india,tamil-nadu,2021,Q3,19127440,459826734
india,tamil-nadu,2021,Q4,20433142,685861440
india,tamil-nadu,2021,Q4,20433142,685861440
india,tamil-nadu,2022,Q1,21667020,638490275
india,tamil-nadu,2022,Q1,21667020,638490275
india,tamil-nadu,2022,Q2,22829720,740265406
india,tamil-nadu,2022,Q2,22829720,740265406
india,tamil-nadu,2022,Q3,24019964,866738343
india,tamil-nadu,2022,Q3,24019964,866738343
india,tamil-nadu,2022,Q4,25136112,1229187623
india,tamil-nadu,2022,Q4,25136112,1229187623
india,telangana,2018,Q1,3315560,0
india,telangana,2018,Q1,3315560,0
india,telangana,2018,Q2,4260115,0
india,telangana,2018,Q2,4260115,0
india,telangana,2018,Q3,5138501,0
india,telangana,2018,Q3,5138501,0
india,telangana,2018,Q4,6529679,0
india,telangana,2018,Q4,6529679,0
india,telangana,2019,Q1,7963425,0
india,telangana,2019,Q1,7963425,0
india,telangana,2019,Q2,9046007,80842302
india,telangana,2019,Q2,9046007,80842302
india,telangana,2019,Q3,10090557,318124511
india,telangana,2019,Q3,10090557,318124511
india,telangana,2019,Q4,11220691,399239044
india,telangana,2019,Q4,11220691,399239044
india,telangana,2020,Q1,12306860,454723816
india,telangana,2020,Q1,12306860,454723816
india,telangana,2020,Q2,13378191,367130505
india,telangana,2020,Q2,13378191,367130505
india,telangana,2020,Q3,14590882,527781925
india,telangana,2020,Q3,14590882,527781925
india,telangana,2020,Q4,15927797,764614235
india,telangana,2020,Q4,15927797,764614235
india,telangana,2021,Q1,17149069,920040042
india,telangana,2021,Q1,17149069,920040042
india,telangana,2021,Q2,18306880,905317692
india,telangana,2021,Q2,18306880,905317692
india,telangana,2021,Q3,19615278,1107529197
india,telangana,2021,Q3,19615278,1107529197
india,telangana,2021,Q4,20917649,1407599392
india,telangana,2021,Q4,20917649,1407599392
india,telangana,2022,Q1,22150612,1168864524
india,telangana,2022,Q1,22150612,1168864524
india,telangana,2022,Q2,23314363,1276259370
india,telangana,2022,Q2,23314363,1276259370
india,telangana,2022,Q3,24506111,1255597644
india,telangana,2022,Q3,24506111,1255597644
india,telangana,2022,Q4,25656381,1731228513
india,telangana,2022,Q4,25656381,1731228513
india,tripura,2018,Q1,55157,0
india,tripura,2018,Q1,55157,0
india,tripura,2018,Q2,83369,0
india,tripura,2018,Q2,83369,0
india,tripura,2018,Q3,116874,0
india,tripura,2018,Q3,116874,0
india,tripura,2018,Q4,153265,0
india,tripura,2018,Q4,153265,0
india,tripura,2019,Q1,183254,0
india,tripura,2019,Q1,183254,0
india,tripura,2019,Q2,217644,953627
india,tripura,2019,Q2,217644,953627
india,tripura,2019,Q3,245456,3350991
india,tripura,2019,Q3,245456,3350991
india,tripura,2019,Q4,272298,3610807
india,tripura,2019,Q4,272298,3610807
india,tripura,2020,Q1,299962,4063223
india,tripura,2020,Q1,299962,4063223
india,tripura,2020,Q2,336666,4443221
india,tripura,2020,Q2,336666,4443221
india,tripura,2020,Q3,376731,5777908
india,tripura,2020,Q3,376731,5777908
india,tripura,2020,Q4,409110,6017249
india,tripura,2020,Q4,409110,6017249
india,tripura,2021,Q1,439636,6009660
india,tripura,2021,Q1,439636,6009660
india,tripura,2021,Q2,472153,9500881
india,tripura,2021,Q2,472153,9500881
india,tripura,2021,Q3,509929,12279146
india,tripura,2021,Q3,509929,12279146
india,tripura,2021,Q4,546292,10728702
india,tripura,2021,Q4,546292,10728702
india,tripura,2022,Q1,582124,19322963
india,tripura,2022,Q1,582124,19322963
india,tripura,2022,Q2,615782,21343111
india,tripura,2022,Q2,615782,21343111
india,tripura,2022,Q3,649143,24123569
india,tripura,2022,Q3,649143,24123569
india,tripura,2022,Q4,678741,16107610
india,tripura,2022,Q4,678741,16107610
india,uttar-pradesh,2018,Q1,4694250,0
india,uttar-pradesh,2018,Q1,4694250,0
india,uttar-pradesh,2018,Q2,6442554,0
india,uttar-pradesh,2018,Q2,6442554,0
india,uttar-pradesh,2018,Q3,8096483,0
india,uttar-pradesh,2018,Q3,8096483,0
india,uttar-pradesh,2018,Q4,10341964,0
india,uttar-pradesh,2018,Q4,10341964,0
india,uttar-pradesh,2019,Q1,12458661,0
india,uttar-pradesh,2019,Q1,12458661,0
india,uttar-pradesh,2019,Q2,14316349,78394040
india,uttar-pradesh,2019,Q2,14316349,78394040
india,uttar-pradesh,2019,Q3,16044607,268142606
india,uttar-pradesh,2019,Q3,16044607,268142606
india,uttar-pradesh,2019,Q4,17949542,324068625
india,uttar-pradesh,2019,Q4,17949542,324068625
india,uttar-pradesh,2020,Q1,20136256,374282083
india,uttar-pradesh,2020,Q1,20136256,374282083
india,uttar-pradesh,2020,Q2,22498519,383703534
india,uttar-pradesh,2020,Q2,22498519,383703534
india,uttar-pradesh,2020,Q3,24838116,450784508
india,uttar-pradesh,2020,Q3,24838116,450784508
india,uttar-pradesh,2020,Q4,27249134,552220798
india,uttar-pradesh,2020,Q4,27249134,552220798
india,uttar-pradesh,2021,Q1,29482075,639718324
india,uttar-pradesh,2021,Q1,29482075,639718324
india,uttar-pradesh,2021,Q2,31651894,673598864
india,uttar-pradesh,2021,Q2,31651894,673598864
india,uttar-pradesh,2021,Q3,34151882,803890116
india,uttar-pradesh,2021,Q3,34151882,803890116
india,uttar-pradesh,2021,Q4,36617655,1175923794
india,uttar-pradesh,2021,Q4,36617655,1175923794
india,uttar-pradesh,2022,Q1,38999692,836926025
india,uttar-pradesh,2022,Q1,38999692,836926025
india,uttar-pradesh,2022,Q2,41247289,947480495
india,uttar-pradesh,2022,Q2,41247289,947480495
india,uttar-pradesh,2022,Q3,43537920,1035702397
india,uttar-pradesh,2022,Q3,43537920,1035702397
india,uttar-pradesh,2022,Q4,45648650,1682003791
india,uttar-pradesh,2022,Q4,45648650,1682003791
india,uttarakhand,2018,Q1,483043,0
india,uttarakhand,2018,Q1,483043,0
india,uttarakhand,2018,Q2,649142,0
india,uttarakhand,2018,Q2,649142,0
india,uttarakhand,2018,Q3,810612,0
india,uttarakhand,2018,Q3,810612,0
india,uttarakhand,2018,Q4,1012103,0
india,uttarakhand,2018,Q4,1012103,0
india,uttarakhand,2019,Q1,1224955,0
india,uttarakhand,2019,Q1,1224955,0
india,uttarakhand,2019,Q2,1414339,7454279
india,uttarakhand,2019,Q2,1414339,7454279
india,uttarakhand,2019,Q3,1585859,24660988
india,uttarakhand,2019,Q3,1585859,24660988
india,uttarakhand,2019,Q4,1752677,28853867
india,uttarakhand,2019,Q4,1752677,28853867
india,uttarakhand,2020,Q1,1943606,32631265
india,uttarakhand,2020,Q1,1943606,32631265
india,uttarakhand,2020,Q2,2148567,31074793
india,uttarakhand,2020,Q2,2148567,31074793
india,uttarakhand,2020,Q3,2365438,40377348
india,uttarakhand,2020,Q3,2365438,40377348
india,uttarakhand,2020,Q4,2596244,52564888
india,uttarakhand,2020,Q4,2596244,52564888
india,uttarakhand,2021,Q1,2802122,59282260
india,uttarakhand,2021,Q1,2802122,59282260
india,uttarakhand,2021,Q2,3004040,78380036
india,uttarakhand,2021,Q2,3004040,78380036
india,uttarakhand,2021,Q3,3233509,90886530
india,uttarakhand,2021,Q3,3233509,90886530
india,uttarakhand,2021,Q4,3460015,110928354
india,uttarakhand,2021,Q4,3460015,110928354
india,uttarakhand,2022,Q1,3674829,115224382
india,uttarakhand,2022,Q1,3674829,115224382
india,uttarakhand,2022,Q2,3877056,156465685
india,uttarakhand,2022,Q2,3877056,156465685
india,uttarakhand,2022,Q3,4081976,152803850
india,uttarakhand,2022,Q3,4081976,152803850
india,uttarakhand,2022,Q4,4272049,160685547
india,uttarakhand,2022,Q4,4272049,160685547
india,west-bengal,2018,Q1,2604789,0
india,west-bengal,2018,Q1,2604789,0
india,west-bengal,2018,Q2,3833795,0
india,west-bengal,2018,Q2,3833795,0
india,west-bengal,2018,Q3,4851740,0
india,west-bengal,2018,Q3,4851740,0
india,west-bengal,2018,Q4,6279278,0
india,west-bengal,2018,Q4,6279278,0
india,west-bengal,2019,Q1,7449425,0
india,west-bengal,2019,Q1,7449425,0
india,west-bengal,2019,Q2,8612795,49514201
india,west-bengal,2019,Q2,8612795,49514201
india,west-bengal,2019,Q3,9643222,176559011
india,west-bengal,2019,Q3,9643222,176559011
india,west-bengal,2019,Q4,10885058,244326613
india,west-bengal,2019,Q4,10885058,244326613
india,west-bengal,2020,Q1,11960822,207068218
india,west-bengal,2020,Q1,11960822,207068218
india,west-bengal,2020,Q2,13222022,198589332
india,west-bengal,2020,Q2,13222022,198589332
india,west-bengal,2020,Q3,14448366,246554831
india,west-bengal,2020,Q3,14448366,246554831
india,west-bengal,2020,Q4,15662093,291721919
india,west-bengal,2020,Q4,15662093,291721919
india,west-bengal,2021,Q1,16808799,316832674
india,west-bengal,2021,Q1,16808799,316832674
india,west-bengal,2021,Q2,17979979,275341466
india,west-bengal,2021,Q2,17979979,275341466
india,west-bengal,2021,Q3,19323278,348588666
india,west-bengal,2021,Q3,19323278,348588666
india,west-bengal,2021,Q4,20644527,512335839
india,west-bengal,2021,Q4,20644527,512335839
india,west-bengal,2022,Q1,21919787,236131065
india,west-bengal,2022,Q1,21919787,236131065
india,west-bengal,2022,Q2,23124388,250276369
india,west-bengal,2022,Q2,23124388,250276369
india,west-bengal,2022,Q3,24372048,256445748
india,west-bengal,2022,Q3,24372048,256445748
india,west-bengal,2022,Q4,25536381,678066327
india,west-bengal,2022,Q4,25536381,678066327
